user_id,accepted_answer_id,answer_count,score,creation_date,question_id,link,title,body

1219,22592,10,30,8/22/08,22570,https://stackoverflow.com/questions/22570/whats-a-good-way-to-check-if-two-datetimes-are-on-the-same-calendar-day-in-tsql,What&#39;s a good way to check if two datetimes are on the same calendar day in TSQL?,"<p>Here is the issue I am having: I have a large query that needs to compare datetimes in the where clause to see if two dates are on the same day.  My current solution, which sucks, is to send the datetimes into a UDF to convert them to midnight of the same day, and then check those dates for equality.  When it comes to the query plan, this is a disaster, as are almost all UDFs in joins or where clauses.  This is one of the only places in my application that I haven't been able to root out the functions and give the query optimizer something it can actually use to locate the best index.</p>

<p>In this case, merging the function code back into the query seems impractical.</p>

<p>I think I am missing something simple here.</p>

<p>Here's the function for reference.</p>

<pre><code>if not exists (select * from dbo.sysobjects 
              where id = object_id(N'dbo.f_MakeDate') and               
              type in (N'FN', N'IF', N'TF', N'FS', N'FT'))
  exec('create function dbo.f_MakeDate() returns int as 
         begin declare @retval int return @retval end')
go

alter function dbo.f_MakeDate
(
    @Day datetime, 
    @Hour int, 
    @Minute int
)
returns datetime
as

/*

Creates a datetime using the year-month-day portion of @Day, and the 
@Hour and @Minute provided

*/

begin

declare @retval datetime
set @retval = cast(
    cast(datepart(m, @Day) as varchar(2)) + 
    '/' + 
    cast(datepart(d, @Day) as varchar(2)) + 
    '/' + 
    cast(datepart(yyyy, @Day) as varchar(4)) + 
    ' ' + 
    cast(@Hour as varchar(2)) + 
    ':' + 
    cast(@Minute as varchar(2)) as datetime)
return @retval
end

go
</code></pre>

<p>To complicate matters, I am joining on time zone tables to check the date against the local time, which could be different for every row:</p>

<pre><code>where 
dbo.f_MakeDate(dateadd(hh, tz.Offset + 
    case when ds.LocalTimeZone is not null 
    then 1 else 0 end, t.TheDateINeedToCheck), 0, 0) = @activityDateMidnight
</code></pre>

<p>[Edit]</p>

<p>I'm incorporating @Todd's suggestion:</p>

<pre><code>where datediff(day, dateadd(hh, tz.Offset + 
    case when ds.LocalTimeZone is not null 
    then 1 else 0 end, t.TheDateINeedToCheck), @ActivityDate) = 0
</code></pre>

<p>My misconception about how datediff works (the same day of year in consecutive years yields 366, not 0 as I expected) caused me to waste a lot of effort.</p>

<p>But the query plan didn't change.  I think I need to go back to the drawing board with the whole thing.</p>
"

2118,24631,7,19,8/23/08,24622,https://stackoverflow.com/questions/24622/setting-php-include-path-on-a-per-site-basis,Setting PHP Include Path on a per site basis?,"<p>I can set the PHP include path in the <code>php.ini</code>:</p>

<pre><code>include_path = /path/to/site/includes/
</code></pre>

<p>But then other websites are affected so that is no good.</p>

<p>I can set the PHP include in the start of every file:</p>

<pre><code>$path = '/path/to/site/includes/';
set_include_path(get_include_path() . PATH_SEPARATOR . $path);
</code></pre>

<p>But that seems like bad practice and clutters things up. </p>

<p>So I can make an include of that and then include it into every file:</p>

<pre><code>include 'includes/config.php';
</code></pre>

<p>or</p>

<pre><code>include '../includes/config.php';
</code></pre>

<p>This is what I'm doing right now, but the include path of <code>config.php</code> will change depending on what is including it. </p>

<p>Is there a better way? Does it matter?</p>
"

1154,22637,4,-3,8/22/08,22577,https://stackoverflow.com/questions/22577/search-plugin-for-safari,Search Plugin for Safari,"<p>How do we create a search plugin for Safari? Like <a href=""https://stackoverflow.com/questions/20830/firefox-users-here-is-your-stackoverflow-search-plugin"">this post</a> </p>
"

1556,24748,22,175,8/23/08,24626,https://stackoverflow.com/questions/24626/abstraction-vs-information-hiding-vs-encapsulation,Abstraction VS Information Hiding VS Encapsulation,"<p>Can you tell me what is the difference between <strong>abstraction</strong> and <strong>information hiding</strong> in software development?</p>

<p>I am confused. Abstraction hides detail implementation and
information hiding abstracts whole details of something.</p>

<p><strong>Update:</strong> I found a good answer for these three concepts. <a href=""https://stackoverflow.com/a/8694874/240733"">See the separate answer below</a> for several citations taken from <a href=""http://web.archive.org/web/20080906224409/http://www.itmweb.com/essay550.htm"" rel=""noreferrer"">there</a>.</p>
"

1432,22653,4,4,8/22/08,22590,https://stackoverflow.com/questions/22590/how-do-i-cluster-an-upload-folder-with-asp-net,How do I cluster an upload folder with ASP.Net?,"<p>We have a situation where users are allowed to upload content, and then separately make some changes, then submit a form based on those changes.</p>

<p>This works fine in a single-server, non-failover environment, however we would like some sort of solution for sharing the files between servers that supports failover.</p>

<p>Has anyone run into this in the past?  And what kind of solutions were you able to develop?  Obviously persisting to the database is one option, but we'd prefer to avoid that.</p>
"

2628,24701,10,19,8/23/08,24642,https://stackoverflow.com/questions/24642/what-are-some-examples-of-design-pattern-implementations-using-javascript,What Are Some Examples of Design Pattern Implementations Using JavaScript?,"<p>I'm a moderately skilled programmer using JavaScript but I am no guru. I know you can do some pretty powerful things with it, I just haven't seen much other than fairly basic DOM manipulation. I'm wondering if people could provide some examples of traditional design pattern concepts such as Factory Method, Singleton, etc using JavaScript. In what cases would these patterns be used for on the web?</p>
"

2644,24671,3,7,8/23/08,24644,https://stackoverflow.com/questions/24644/hooking-my-program-with-windows-explorers-rename-event,Hooking my program with windows explorer&#39;s rename event,"<p>Is there any way, in any language, to hook my program when a user renames a file?</p>

<p>For example:
A user renames a file and presses enter (or clicks away) to confirm the rename action. BEFORE the file is actually renamed, my program ""listens"" to this event and pops up a message saying ""Are you sure you want to rename C:\test\file.txt to C:\test\test.txt?"".</p>

<p>I'm thinking/hoping this is possible with C++, C# or .NET.. But I don't have any clue where to look for.</p>
"

2099426,22627,5,2,8/22/08,22598,https://stackoverflow.com/questions/22598/asp-net-tutorials,ASP.NET Tutorials,"<p>can you recommend some good ASP.NET tutorials or a good book?
Should I jump right to ASP.NET MVC/html/javascript or learn web forms first? </p>

<p>Thanks</p>
"

1534,24682,12,20,8/23/08,24648,https://stackoverflow.com/questions/24648/whats-the-best-way-to-get-to-know-linux-or-bsd-kernel-internals,What&#39;s the best way to get to know linux or BSD kernel internals?,"<p>I'd like to gain better knowledge of operating system internals. Process management, memory management, and stuff like that. <br>
I was thinking of learning by getting to know either linux or BSD kernel.<br>
Which one kernel is better for learning purposes?<br>
What's the best place to start?<br>
Can you recommend any good books?<br></p>
"

1367,22666,6,10,8/22/08,22607,https://stackoverflow.com/questions/22607/virtual-mac,Virtual Mac?,"<p>Iâ€™m thinking about trying some development for the iPhone, is it possible to install Leopard inside VMWare? I already have a pretty high spec PC with a comfy setup that Iâ€™d like to use, or do I need to buy a real Mac?</p>
"

2504,22624,9,115,8/22/08,22617,https://stackoverflow.com/questions/22617/format-numbers-to-strings-in-python,Format numbers to strings in Python,"<p>I need to find out how to format numbers as strings. My code is here:</p>

<pre><code>return str(hours)+"":""+str(minutes)+"":""+str(seconds)+"" ""+ampm
</code></pre>

<p>Hours and minutes are integers, and seconds is a float.  the str() function will convert all of these numbers to the tenths (0.1) place.  So instead of my string outputting ""5:30:59.07 pm"", it would display something like ""5.0:30.0:59.1 pm"".</p>

<p>Bottom line, what library / function do I need to do this for me?</p>
"

357,22628,11,294,8/22/08,22623,https://stackoverflow.com/questions/22623/best-practices-for-catching-and-re-throwing-net-exceptions,Best practices for catching and re-throwing .NET exceptions,"<p>What are the best practices to consider when catching exceptions and re-throwing them? I want to make sure that the <code>Exception</code> object's <code>InnerException</code> and stack trace are preserved. Is there a difference between the following code blocks in the way they handle this?</p>

<pre><code>try
{
    //some code
}
catch (Exception ex)
{
    throw ex;
}
</code></pre>

<p>Vs:</p>

<pre><code>try
{
    //some code
}
catch
{
    throw;
}
</code></pre>
"

2025,24689,23,249,8/23/08,24675,https://stackoverflow.com/questions/24675/tactics-for-using-php-in-a-high-load-site,Tactics for using PHP in a high-load site,"<p>Before you answer this I have never developed anything popular enough to attain high server loads. Treat me as (sigh) an alien that has just landed on the planet, albeit one that knows PHP and a few optimisation techniques.</p>

<hr>

<p>I'm developing a tool in <strong>PHP</strong> that could attain quite a lot of users, if it works out right. However while I'm fully capable of developing the program I'm pretty much clueless when it comes to making something that can deal with huge traffic. So here's a few questions on it (feel free to turn this question into a resource thread as well).</p>

<h2>Databases</h2>

<p>At the moment I plan to use the MySQLi features in PHP5. However how should I setup the databases in relation to users and content? Do I actually <em>need</em> multiple databases? At the moment everything's jumbled into one database - although I've been considering spreading user data to one, actual content to another and finally core site content (template masters etc.) to another. My reasoning behind this is that sending queries to different databases will ease up the load on them as one database = 3 load sources. Also would this still be effective if they were all on the same server?</p>

<h2>Caching</h2>

<p>I have a template system that is used to build the pages and swap out variables. Master templates are stored in the database and each time a template is called it's cached copy (a html document) is called. At the moment I have two types of variable in these templates - a static var and a dynamic var. Static vars are usually things like page names, the name of the site - things that don't change often; dynamic vars are things that change on each page load.</p>

<p>My question on this:</p>

<p>Say I have comments on different articles. Which is a better solution: store the simple comment template and render comments (from a DB call) each time the page is loaded or store a cached copy of the comments page as a html page - each time a comment is added/edited/deleted the page is recached.</p>

<h2>Finally</h2>

<p>Does anyone have any tips/pointers for running a high load site on PHP. I'm pretty sure it's a workable language to use - Facebook and Yahoo! give it great precedence - but are there any experiences I should watch out for?</p>
"

2648,25124,8,133,8/23/08,24678,https://stackoverflow.com/questions/24678/javascript-editor-within-eclipse,JavaScript editor within Eclipse,"<p>I'm looking for the best JavaScript editor available as an Eclipse plugin. I've been using Spket which is good. But, is there more better one?</p>
"

217,24704,7,20,8/23/08,24680,https://stackoverflow.com/questions/24680/using-subversion-with-visual-basic-6,Using Subversion with Visual Basic 6,"<p>My team is moving from Visual SourceSafe to Subversion soon, while developing/supporting a legacy project in Visual Basic 6.0, so I have a couple of questions:</p>

<ul>
<li>What's the best tool for Subversion IDE integration in Visual Studio 6? (or is it not worth the trouble...)</li>
<li>Are there any best practices for using Subversion with Visual Basic 6.0? (file types to ignore, etc.)</li>
</ul>
"

2644,24746,3,5,8/23/08,24708,https://stackoverflow.com/questions/24708/where-do-i-find-information-about-blog-apis-and-how-to-use-them,Where do I find information about Blog APIs and how to use them?,"<p>I'm thinking of creating a small offline blog editor for personal use and I don't know how do the APIs work. Where can I find this information?</p>

<p>I'm particularly looking for the most common providers: Blogger, Wordpress, MovableType, Live Spaces (not sure if this has an API) etc.</p>
"

658,24754,6,3,8/24/08,24715,https://stackoverflow.com/questions/24715/sql-many-to-many-matching,SQL many-to-many matching,"<p>I'm implementing a tagging system for a website. There are multiple tags per object and multiple objects per tag. This is accomplished by maintaining a table with two values per record, one for the ids of the object and the tag.</p>

<p>I'm looking to write a query to find the objects that match a given set of tags. Suppose I had the following data (in [object] -> [tags]* format)</p>

<pre><code>apple -&gt; fruit red food
banana -&gt; fruit yellow food
cheese -&gt; yellow food
firetruck -&gt; vehicle red
</code></pre>

<p>If I want to match (red), I should get apple and firetruck. If I want to match (fruit, food) I should get (apple, banana).</p>

<p>How do I write a SQL query do do what I want?</p>

<p>@Jeremy Ruten,</p>

<p>Thanks for your answer. The notation used was used to give some sample data - my database does have a table with 1 object id and 1 tag per record.</p>

<p>Second, my problem is that I need to get all objects that match all tags. Substituting your OR for an AND like so:</p>

<pre><code>SELECT object WHERE tag = 'fruit' AND tag = 'food';
</code></pre>

<p>Yields no results when run.</p>
"

184,22731,4,11,8/22/08,22674,https://stackoverflow.com/questions/22674/what-are-the-main-differences-between-programming-for-windows-xp-and-for-vista,What are the main differences between programming for Windows XP and for Vista?,"<p>From a desktop application developer point of view, is there any difference between developing for Windows XP and developing for Windows Vista?</p>
"

1406,535022,9,25,8/24/08,24723,https://stackoverflow.com/questions/24723/best-regex-to-catch-xss-cross-site-scripting-attack-in-java,Best regex to catch XSS (Cross-site Scripting) attack (in Java)?,"<p>Jeff actually posted about this in <a href=""http://refactormycode.com/codes/333-sanitize-html"" rel=""noreferrer"">Sanitize HTML</a>. But his example is in C# and I'm actually more interested in a Java version. Does anyone have a better version for Java? Is his example good enough to just convert directly from C# to Java?</p>
<p>[Update] I have put a bounty on this question because SO wasn't as popular when I asked the question as it is today (*). As for anything related to security, the more people look into it, the better it is!</p>
<p>(*) In fact, I think it was still in closed beta</p>
"

2109,22682,25,938,8/22/08,22676,https://stackoverflow.com/questions/22676/how-to-download-a-file-over-http,How to download a file over HTTP?,"<p>I have a small utility that I use to download an MP3 file from a website on a schedule and then builds/updates a podcast XML file which I've added to iTunes.</p>

<p>The text processing that creates/updates the XML file is written in Python. However, I use wget inside a Windows <code>.bat</code> file to download the actual MP3 file. I would prefer to have the entire utility written in Python.</p>

<p>I struggled to find a way to actually download the file in Python, thus why I resorted to using <code>wget</code>.</p>

<p>So, how do I download the file using Python?</p>
"

1965,24744,3,3,8/24/08,24730,https://stackoverflow.com/questions/24730/what-is-this-multiple-step-ole-db-error,What is this &#39;Multiple-step OLE DB&#39; error?,"<p>I'm doing a little bit of work on a horrid piece of software built by Bangalores best.</p>

<p>It's written in mostly classic ASP/VbScript, but ""ported"" to ASP.NET, though most of the code is classic ASP style in the ASPX pages :(</p>

<p>I'm getting this message when it tries to connect to my local database:</p>

<p><strong>Multiple-step OLE DB operation generated errors. Check each OLE DB status value, if available. No work was done.</strong></p>

<pre><code>Line 38:    MasterConn = New ADODB.Connection()
Line 39:    MasterConn.connectiontimeout = 10000
Line 40:        MasterConn.Open(strDB)
</code></pre>

<p>Anybody have a clue what this error means? Its connecting to my local machine (running SQLEXPRESS) using this connection string:</p>

<pre><code>PROVIDER=MSDASQL;DRIVER={SQL Server};Server=JONATHAN-PC\SQLEXPRESS\;DATABASE=NetTraining;Integrated Security=true
</code></pre>

<p>Which is the connection string that it was initially using, I just repointed it at my database.</p>

<p><strong>UPDATE:</strong></p>

<p>The issue was using ""Integrated Security"" with ADO. I changed to using a user account and it connected just fine.</p>
"

1220,24743,3,5,8/24/08,24731,https://stackoverflow.com/questions/24731/displaying-version-of-underlying-software-in-footer-of-web-app,Displaying version of underlying software in footer of web app?,"<p>I am thinking about providing a version of say, the database schema and the <code>dlls</code> for business logic in the footer of my web application.</p>

<p>Is this advised?</p>

<p>Are there any pitfalls, or pointers of how to do this best?</p>

<p>Usability concerns?</p>

<p><strong>I already have a version scheme, for both schema and dlls, used in my CI solution.</strong></p>
"

1147,24755,4,16,8/24/08,24734,https://stackoverflow.com/questions/24734/selectnodes-not-working-on-stackoverflow-feed,SelectNodes not working on stackoverflow feed,"<p>I'm trying to add support for stackoverflow feeds in my rss reader but <strong>SelectNodes</strong> and <strong>SelectSingleNode</strong> have no effect. This is probably something to do with ATOM and xml namespaces that I just don't understand yet.</p>

<p>I have gotten it to work by removing all attributes from the <strong>feed</strong> tag, but that's a hack and I would like to do it properly. So, how do you use <strong>SelectNodes</strong> with atom feeds?</p>

<p>Here's a snippet of the feed.</p>

<pre class=""lang-xml prettyprint-override""><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;feed xmlns=""http://www.w3.org/2005/Atom"" xmlns:creativeCommons=""http://backend.userland.com/creativeCommonsRssModule"" xmlns:thr=""http://purl.org/syndication/thread/1.0""&gt;

&lt;title type=""html""&gt;StackOverflow.com - Questions tagged: c&lt;/title&gt;
&lt;link rel=""self"" href=""http://stackoverflow.com/feeds/tag/c"" type=""application/atom+xml"" /&gt;
&lt;subtitle&gt;Check out the latest from StackOverflow.com&lt;/subtitle&gt;
&lt;updated&gt;2008-08-24T12:25:30Z&lt;/updated&gt;
&lt;id&gt;http://stackoverflow.com/feeds/tag/c&lt;/id&gt;
&lt;creativeCommons:license&gt;http://www.creativecommons.org/licenses/by-nc/2.5/rdf&lt;/creativeCommons:license&gt;


 &lt;entry&gt;
   &lt;id&gt;http://stackoverflow.com/questions/22901/what-is-the-best-way-to-communicate-with-a-sql-server&lt;/id&gt;
   &lt;title type=""html""&gt;What is the best way to communicate with a SQL server?&lt;/title&gt;
   &lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""c"" /&gt;&lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""c++"" /&gt;&lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""sql"" /&gt;&lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""mysql"" /&gt;&lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""database"" /&gt;  
   &lt;author&gt;&lt;name&gt;Ed&lt;/name&gt;&lt;/author&gt;
   &lt;link rel=""alternate"" href=""http://stackoverflow.com/questions/22901/what-is-the-best-way-to-communicate-with-a-sql-server"" /&gt;
   &lt;published&gt;2008-08-22T05:09:04Z&lt;/published&gt;
   &lt;updated&gt;2008-08-23T04:52:39Z&lt;/updated&gt;
   &lt;summary type=""html""&gt;&amp;lt;p&amp;gt;I am going to be using c/c++, and would like to know the best way to talk to a MySQL server.  Should I use the library that comes with the server installation?  Are they any good libraries I should consider other than the official one?&amp;lt;/p&amp;gt;&lt;/summary&gt;
   &lt;link rel=""replies"" type=""application/atom+xml"" href=""http://stackoverflow.com/feeds/question/22901/answers"" thr:count=""2""/&gt;
   &lt;thr:total&gt;2&lt;/thr:total&gt;
 &lt;/entry&gt;


&lt;/feed&gt;
</code></pre>

<p><br/></p>

<h2>The Solution</h2>

<pre><code>XmlDocument doc = new XmlDocument();
XmlNamespaceManager nsmgr = new XmlNamespaceManager(doc.NameTable);
nsmgr.AddNamespace(""atom"", ""http://www.w3.org/2005/Atom"");
doc.Load(feed);

// successful
XmlNodeList itemList = doc.DocumentElement.SelectNodes(""atom:entry"", nsmgr);
</code></pre>
"

2118,22702,9,1,8/22/08,22687,https://stackoverflow.com/questions/22687/alternative-ssh-application-to-plink,Alternative SSH Application to Plink,"<p>I have recently started having problems with TortoiseCVS, or more specifically with plink, the SSH application that comes with it. The IP address it tries to connect to can not be changed and is stuck with the old CVS repository's IP. Downloading plink from it's home site and calling from the command line still has this problem.</p>

<p>TortoiseCVS has the option to choose the SSH application it uses and I was wondering which other alternatives there are that I can use instead?</p>
"

1960,250676,5,4,8/22/08,22694,https://stackoverflow.com/questions/22694/use-of-3rd-party-libraries-components-in-production,Use of 3rd party libraries/components in production,"<p>When using 3rd party libraries/components in production projects, are you rigorous about using only released versions of said libraries?</p>

<p>When do you consider using a pre-release or beta version of a library (in dev? in production, under certain circumstances)?  </p>

<p>If you come across a bug or shortcoming of the library and you're already committed to using it, do you apply a patch to the library or create a workaround in your code?</p>
"

2030,23048,14,347,8/22/08,22697,https://stackoverflow.com/questions/22697/whats-the-best-mock-framework-for-java,What&#39;s the best mock framework for Java?,"<p>What's the best framework for creating mock objects in Java? Why? What are the pros and cons of each framework?</p>
"

,22722,6,2,8/22/08,22704,https://stackoverflow.com/questions/22704/what-strategies-have-you-employed-to-improve-web-application-performance,What strategies have you employed to improve web application performance?,"<ul>
<li>Any personal experience in overcoming web application performance hurdles? </li>
<li>Any recommended strategies for improving the performance of a data-driven web application? </li>
</ul>

<p>My development team works on a web application (JSP reports, HTML, JavaScript) that uses an Oracle database (PL/SQL). The key functionality the application delivers is in reporting, where a user can get PDFs of reports at a high level and drill down to lower levels of supporting details. </p>

<p>As the number of supporting detail records has grown into the millions, the performance of the system has significantly degraded. Based on our current analysis of the metrics, the bottleneck seems to be in the logic hitting the DB and the DB performance. Changing the DB model and re-doing some of the server side logic is currently being explored.  </p>

<p>Partioning, indexing, explain plans, and running statistics are things that have been done on the DB side to try to help improve performance. While they've helped, they haven't solved the issue satisfactorily. The toughest part in analyzing performance data is that the database and web servers are remotely administered by a different part of the IT organization, so the developers don't have regular, full access to see what's going on (especially in the production environment, which is not mirrored exactly in any other development/testing environment).  </p>
"

940,22715,20,31,8/22/08,22708,https://stackoverflow.com/questions/22708/how-do-i-find-the-excel-column-name-that-corresponds-to-a-given-integer,How do I find the Excel column name that corresponds to a given integer?,"<p>How would you determine the column name (e.g. ""AQ"" or ""BH"") of the nth column in Excel?</p>

<p>Edit: A language-agnostic algorithm to determine this is the main goal here.</p>
"

2362,22803,3,4,8/22/08,22720,https://stackoverflow.com/questions/22720/configure-a-java-socket-to-fail-fast-on-disconnect,Configure a Java Socket to fail-fast on disconnect?,"<p>I have a listening port on my server that I'm connecting to using a Java class and the <code>Socket</code> interface, i.e.</p>

<pre><code>Socket mySocket = new Socket(host,port);
</code></pre>

<p>I then grab an <code>OutputStream</code>, decorate with a <code>PrintWriter</code> in autoflush mode and I'm laughing - except if the listening port closes. Then I get </p>

<pre><code>tcp4       0      0  *.9999                 *.*                    LISTEN
tcp        0      0  127.0.0.1.45737        127.0.0.1.9999         CLOSE_WAIT
</code></pre>

<p>and I can't seem to detect the problem in the program - I've tried using the <code>isConnected()</code> method on the socket but it doesn't seem to know that the connection is closed.</p>

<p>I want to be aware of the problem the next time I try and write to the Socket so that I can try and reconnect and report the issue.</p>

<p>Any advice please?</p>

<p>Thanks all</p>
"

1490,24783,6,145,8/24/08,24772,https://stackoverflow.com/questions/24772/how-do-i-write-a-firefox-addon,How do I write a Firefox Addon?,"<p>What are some resources for getting started writing a Firefox Addon?  Is there an API guide somewhere?  Is there a getting started tutorial somewhere?  Is there a developer discussion board somewhere?</p>
"

636,22770,3,35,8/22/08,22732,https://stackoverflow.com/questions/22732/how-do-i-pass-multiple-string-parameters-to-a-powershell-script,How do I pass multiple string parameters to a PowerShell script?,"<p>I am trying to do some string concatenation/formatting, but it's putting all the parameters into the first placeholder.</p>

<p><strong>Code</strong></p>

<pre><code>function CreateAppPoolScript([string]$AppPoolName, [string]$AppPoolUser, [string]$AppPoolPass)
{
    # Command to create an IIS application pool
    $AppPoolScript = ""cscript adsutil.vbs CREATE """"w3svc/AppPools/$AppPoolName"""" IIsApplicationPool`n""
    $AppPoolScript += ""cscript adsutil.vbs SET """"w3svc/AppPools/$AppPoolName/WamUserName"""" """"$AppPoolUser""""`n""
    $AppPoolScript += ""cscript adsutil.vbs SET """"w3svc/AppPools/$AppPoolName/WamUserPass"""" """"$AppPoolPass""""`n""
    $AppPoolScript += ""cscript adsutil.vbs SET """"w3svc/AppPools/$AppPoolName/AppPoolIdentityType"""" 3""

    return $AppPoolScript
}
$s = CreateAppPoolScript(""name"", ""user"", ""pass"")
write-host $s
</code></pre>

<p><strong>Output</strong></p>

<pre class=""lang-none prettyprint-override""><code>cscript adsutil.vbs CREATE ""w3svc/AppPools/name user pass"" IIsApplicationPool
cscript adsutil.vbs SET ""w3svc/AppPools/name user pass/WamUserName"" """"
cscript adsutil.vbs SET ""w3svc/AppPools/name user pass/WamUserPass"" """"
cscript adsutil.vbs SET ""w3svc/AppPools/name user pass/AppPoolIdentityType"" 3
</code></pre>
"
